"filename", "language", "JSON", "HTML", "Dart", "Markdown", "YAML", "C++", "XML", "Swift", "JavaScript", "Groovy", "Properties", "comment", "blank", "total"
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\hiddenPostSnack.dart", "Dart", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 89
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\likesView.dart", "Dart", 0, 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 330
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\linkButton.dart", "Dart", 0, 0, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 357
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\linkObject.dart", "Dart", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 87
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\linkedUsers.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 79
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\linkrequest.dart", "Dart", 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 289
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\load.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\loginAuth.dart", "Dart", 0, 0, 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 522
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\miniCarousel.dart", "Dart", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 78
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\miniDescription.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 73
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\miniLockedPost.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\miniPost.dart", "Dart", 0, 0, 380, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 390
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\miniTitle.dart", "Dart", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 81
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\myFab.dart", "Dart", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 90
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\myLinked.dart", "Dart", 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 306
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\myLinks.dart", "Dart", 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 306
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\myPostsTab.dart", "Dart", 0, 0, 409, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 418
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\newComments.dart", "Dart", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 100
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\newLikes.dart", "Dart", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 99
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\newLinkedWith.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 80
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\newReplies.dart", "Dart", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 94
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\noConnectionSnack.dart", "Dart", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\noMediaDescription.dart", "Dart", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 104
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\notificationButton.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 72
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\notificationTile.dart", "Dart", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 108
"c:\Users\User\Desktop\receive\linkspeak\lib\widgets\otherLinked.dart", "Dart", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 342
