"filename", "language", "C++", "YAML", "Markdown", "JSON", "Dart", "CSS", "Swift", "XML", "HTML", "JavaScript", "Groovy", "Properties", "Java", "comment", "blank", "total"
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareProfileTab.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareReply.dart", "Dart", 0, 0, 0, 0, 576, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 601
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareTabWidget.dart", "Dart", 0, 0, 0, 0, 1221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1254
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareTimer.dart", "Dart", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareViews.dart", "Dart", 0, 0, 0, 0, 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 561
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareWidget.dart", "Dart", 0, 0, 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 379
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\flaresTab.dart", "Dart", 0, 0, 0, 0, 464, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 482
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\fullFlare.dart", "Dart", 0, 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 233
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\likedFlareScreen.dart", "Dart", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\likedFlares.dart", "Dart", 0, 0, 0, 0, 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 576
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\megaFlare.dart", "Dart", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 172
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\newCollectionScreen.dart", "Dart", 0, 0, 0, 0, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 1060
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\newFlareComments.dart", "Dart", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 102
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\newFlareLikes.dart", "Dart", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 100
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\profileFlares.dart", "Dart", 0, 0, 0, 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 358
"c:\Users\User\Desktop\receive\linkspeak\lib\flares\singleFlareScreen.dart", "Dart", 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 394
"c:\Users\User\Desktop\receive\linkspeak\lib\general.dart", "Dart", 0, 0, 0, 0, 633, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42, 677
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\clubSkeleton.dart", "Dart", 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 119
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareCollectionSkeleton.dart", "Dart", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareGridSkeleton.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareProfileSkeleton.dart", "Dart", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 143
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\flareSkeleton.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\flaresLoading.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\postSkeleton.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 77
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\postsLoading.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\profileSkeleton.dart", "Dart", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 96
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\suggestedSkeleton.dart", "Dart", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47
"c:\Users\User\Desktop\receive\linkspeak\lib\loading\suggestedsLoading.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\User\Desktop\receive\linkspeak\lib\main.dart", "Dart", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 125
"c:\Users\User\Desktop\receive\linkspeak\lib\models\boardPostItem.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\User\Desktop\receive\linkspeak\lib\models\chat.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\User\Desktop\receive\linkspeak\lib\models\chromeSafariModel.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\User\Desktop\receive\linkspeak\lib\models\clubber.dart", "Dart", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 52
"c:\Users\User\Desktop\receive\linkspeak\lib\models\comment.dart", "Dart", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\User\Desktop\receive\linkspeak\lib\models\dataBloc.dart", "Dart", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 93
"c:\Users\User\Desktop\receive\linkspeak\lib\models\flare.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\User\Desktop\receive\linkspeak\lib\models\flareCollectionModel.dart", "Dart", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\User\Desktop\receive\linkspeak\lib\models\flarer.dart", "Dart", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"c:\Users\User\Desktop\receive\linkspeak\lib\models\message.dart", "Dart", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\User\Desktop\receive\linkspeak\lib\models\miniClub.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\receive\linkspeak\lib\models\miniProfile.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\receive\linkspeak\lib\models\miniSavedProfile.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\User\Desktop\receive\linkspeak\lib\models\miniSuggestedProfile.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\receive\linkspeak\lib\models\myCarouselController.dart", "Dart", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 138
"c:\Users\User\Desktop\receive\linkspeak\lib\models\myCollectionModel.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\receive\linkspeak\lib\models\notification.dart", "Dart", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\User\Desktop\receive\linkspeak\lib\models\post.dart", "Dart", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 87
"c:\Users\User\Desktop\receive\linkspeak\lib\models\posterProfile.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\receive\linkspeak\lib\models\profile.dart", "Dart", 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 180
"c:\Users\User\Desktop\receive\linkspeak\lib\models\profiler.dart", "Dart", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 69
"c:\Users\User\Desktop\receive\linkspeak\lib\models\reply.dart", "Dart", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\receive\linkspeak\lib\models\screenArguments.dart", "Dart", 0, 0, 0, 0, 492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 543
"c:\Users\User\Desktop\receive\linkspeak\lib\models\tagLinkifier.dart", "Dart", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 63
"c:\Users\User\Desktop\receive\linkspeak\lib\models\topicSearch.dart", "Dart", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\receive\linkspeak\lib\my_flutter_app_icons.dart", "Dart", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 48
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\addPostScreenState.dart", "Dart", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 80
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\adminFlaresProvider.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\adminPostsProvider.dart", "Dart", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\appBarProvider.dart", "Dart", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 69
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\clubProvider.dart", "Dart", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 233
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\clubTabProvider.dart", "Dart", 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 75
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\commentProvider.dart", "Dart", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\favScreenScrollProvider.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\feedProvider.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 76
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareCollectionHelper.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 73
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareProfileProvider.dart", "Dart", 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 124
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\flareTabProvider.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\fullFlareHelper.dart", "Dart", 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 193
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\fullPostHelper.dart", "Dart", 0, 0, 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 288
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\historyScrollProvider.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\likeScreenScrollProvider.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\likedFlareScrollProvider.dart", "Dart", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\linkScreenProvider.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\linkedToScreenProvider.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\logHelper.dart", "Dart", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\myProfileProvider.dart", "Dart", 0, 0, 0, 0, 626, 0, 0, 0, 0, 0, 0, 0, 0, 22, 51, 699
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\otherProfileProvider.dart", "Dart", 0, 0, 0, 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 396
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\placesScreenProvider.dart", "Dart", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 37
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\postCarouselHelper.dart", "Dart", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 57
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\postTabProvider.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\profileScrollProvider.dart", "Dart", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\regHelper.dart", "Dart", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 102
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\themeModel.dart", "Dart", 0, 0, 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 222
"c:\Users\User\Desktop\receive\linkspeak\lib\providers\topicScreenProvider.dart", "Dart", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\User\Desktop\receive\linkspeak\lib\roadmap.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 137
"c:\Users\User\Desktop\receive\linkspeak\lib\routes.dart", "Dart", 0, 0, 0, 0, 986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 992
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\Feed.dart", "Dart", 0, 0, 0, 0, 631, 0, 0, 0, 0, 0, 0, 0, 0, 9, 19, 659
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\LinkedNotifScreen.dart", "Dart", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 185
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\LinksNotifScreen.dart", "Dart", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 184
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\MyprofileScreen.dart", "Dart", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 194
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\PostCommentsNotifScreen.dart", "Dart", 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 187
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\aboutScreen.dart", "Dart", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 71
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\addPostScreen.dart", "Dart", 0, 0, 0, 0, 3025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 3116
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\additionalDetails.dart", "Dart", 0, 0, 0, 0, 437, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 457
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\blockedUserScreen.dart", "Dart", 0, 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 244
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\chatScreen.dart", "Dart", 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 242
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\clubsTab.dart", "Dart", 0, 0, 0, 0, 431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 445
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentHistoryScreen.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentLikesScreen.dart", "Dart", 0, 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 340
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentRepliesNotifScreen.dart", "Dart", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 203
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\commentRepliesScreen.dart", "Dart", 0, 0, 0, 0, 809, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 836
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\customIconScreen.dart", "Dart", 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 191
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\customLocationScreen.dart", "Dart", 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 243
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\editProfile.dart", "Dart", 0, 0, 0, 0, 1145, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 1185
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\favClubPosts.dart", "Dart", 0, 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 439
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\favUserPosts.dart", "Dart", 0, 0, 0, 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 437
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\favoritePostsScreen.dart", "Dart", 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 104
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\featureDocScreen.dart", "Dart", 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 66, 17, 361
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\feedScreen.dart", "Dart", 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 339
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\feedbackScreen.dart", "Dart", 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 173
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\finishSetup.dart", "Dart", 0, 0, 0, 0, 681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 703
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\flareCommentHistoryScreen.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\flareReplyHistoryScreen.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\fullMapScreen.dart", "Dart", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 95
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\helpScreen.dart", "Dart", 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 371
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\inAppBrowser.dart", "Dart", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 156
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedClubPosts.dart", "Dart", 0, 0, 0, 0, 428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 443
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedPostScreen.dart", "Dart", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 107
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\likedUserPosts.dart", "Dart", 0, 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 438
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkModeScreen.dart", "Dart", 0, 0, 0, 0, 470, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 487
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkRequestsScreen.dart", "Dart", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 204
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\linkedToScreen.dart", "Dart", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 67
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\linksScreen.dart", "Dart", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 69
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\loginScreen.dart", "Dart", 0, 0, 0, 0, 610, 0, 0, 0, 0, 0, 0, 0, 0, 285, 24, 919
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\mediaScreen.dart", "Dart", 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 148
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\mentionsScreen.dart", "Dart", 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 233
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\messagesTab.dart", "Dart", 0, 0, 0, 0, 776, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 800
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\myJoinedClubScreen.dart", "Dart", 0, 0, 0, 0, 423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 437
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\noteScreen.dart", "Dart", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 195
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\notificationScreen.dart", "Dart", 0, 0, 0, 0, 677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 688
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\notificationSettingsScreen.dart", "Dart", 0, 0, 0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 375
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\otherJoinedClubScreen.dart", "Dart", 0, 0, 0, 0, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 427
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\otherProfileScreen.dart", "Dart", 0, 0, 0, 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 560
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\pickAddressScreen.dart", "Dart", 0, 0, 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 264
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\pickUsernameScreen.dart", "Dart", 0, 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 333
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\placePostsScreen.dart", "Dart", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 186
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\postCommentHistoryScreen.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\postCommentReplyHistoryScreen.dart", "Dart", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 84
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\postLikesNotifScreen.dart", "Dart", 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 188
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\postScreen.dart", "Dart", 0, 0, 0, 0, 786, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 807
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\privacyPolicyScreen.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\replyHistoryScreen.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\replyLikesScreen.dart", "Dart", 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 341
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\scanner.dart", "Dart", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 137
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\searchScreen.dart", "Dart", 0, 0, 0, 0, 671, 0, 0, 0, 0, 0, 0, 0, 0, 29, 18, 718
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\settingsScreen.dart", "Dart", 0, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 331
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\splashScreen.dart", "Dart", 0, 0, 0, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 707
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\termScreen.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\themeScreen.dart", "Dart", 0, 0, 0, 0, 550, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 581
"c:\Users\User\Desktop\receive\linkspeak\lib\screens\topicPostsScreen.dart", "Dart", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
